Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,DayOfWeek,Holiday,Hour,Day,Month,WeekendLabel,TimePeriodLabel
-0.23,-0.8,-0.5,0.0,-1.0,1.0,-0.75,0.0,0.83,-0.13,-0.67,0.0,0.33
0.25,-0.83,0.0,-2.0,0.0,0.0,-0.75,0.0,0.92,-0.13,-0.67,0.0,0.33
0.01,-1.23,0.83,-2.0,-1.0,0.0,-0.75,0.0,1.0,-0.13,-0.67,0.0,0.33
-0.39,0.0,-1.17,-1.0,0.0,1.0,-0.5,0.0,-0.92,-0.07,-0.67,0.0,0.33
-0.49,1.27,-1.17,-1.0,-1.0,1.0,-0.5,0.0,-0.83,-0.07,-0.67,0.0,0.33
-0.59,0.02,0.0,-1.0,-1.0,1.0,-0.5,0.0,-0.75,-0.07,-0.67,0.0,0.33
-0.05,0.23,0.0,-2.0,-1.0,1.0,-0.5,0.0,-0.67,-0.07,-0.67,0.0,0.33
-0.6,1.13,-0.83,0.0,-1.0,1.0,-0.5,0.0,-0.58,-0.07,-0.67,0.0,0.33
-0.67,-0.16,0.5,-1.0,0.0,1.0,-0.5,0.0,-0.5,-0.07,-0.67,0.0,-0.67
-0.58,1.6,0.0,-2.0,-1.0,1.0,-0.5,0.0,-0.42,-0.07,-0.67,0.0,-0.67
-0.83,1.62,1.67,0.0,0.0,0.0,-0.5,0.0,-0.33,-0.07,-0.67,0.0,-0.67
-0.98,0.1,-0.83,-1.0,0.0,0.0,-0.5,0.0,-0.25,-0.07,-0.67,0.0,-0.67
-0.95,-0.23,0.5,2.0,0.0,0.0,-0.5,0.0,-0.17,-0.07,-0.67,0.0,-0.67
-0.87,0.69,-1.17,4.0,0.0,1.0,-0.5,0.0,-0.08,-0.07,-0.67,0.0,-0.67
-0.8,-0.09,0.0,4.0,0.0,0.0,-0.5,0.0,0.0,-0.07,-0.67,0.0,-0.67
-0.51,-0.74,0.0,5.0,0.0,0.0,-0.5,0.0,0.08,-0.07,-0.67,0.0,-0.33
-0.59,1.06,-0.5,6.0,-1.0,0.0,-0.5,0.0,0.17,-0.07,-0.67,0.0,-0.33
-0.31,0.95,0.83,7.0,-1.0,0.0,-0.5,0.0,0.25,-0.07,-0.67,0.0,-0.33
-0.42,0.2,-1.17,5.0,-1.0,1.0,-0.5,0.0,0.33,-0.07,-0.67,0.0,-0.33
-0.28,-0.87,0.0,3.0,0.0,0.0,-0.5,0.0,0.42,-0.07,-0.67,0.0,-0.33
-0.76,-0.75,-0.83,1.0,-1.0,0.0,-0.5,1.0,0.5,-0.07,-0.67,0.0,0.0
0.1,0.06,0.5,-2.0,0.0,1.0,-0.5,0.0,0.58,-0.07,-0.67,0.0,0.0
-0.02,-0.36,-1.17,-1.0,0.0,0.0,-0.5,0.0,0.67,-0.07,-0.67,0.0,0.0
0.17,-0.28,0.83,-1.0,-1.0,0.0,-0.5,0.0,0.75,-0.07,-0.67,0.0,0.0
-0.89,0.93,0.83,-2.0,-1.0,0.0,-0.5,0.0,0.83,-0.07,-0.67,0.0,0.33
0.41,0.45,0.83,-1.0,0.0,0.0,-0.5,0.0,0.92,-0.07,-0.67,0.0,0.33
-0.25,1.06,-0.83,-1.0,-1.0,1.0,-0.5,0.0,1.0,-0.07,-0.67,0.0,0.33
-0.0,-0.72,0.0,-1.0,-1.0,1.0,-0.25,0.0,-0.92,0.0,-0.67,0.0,0.33
-0.68,-0.11,-1.17,0.0,-1.0,0.0,-0.25,0.0,-0.83,0.0,-0.67,0.0,0.33
-0.34,0.62,0.83,0.0,0.0,1.0,-0.25,0.0,-0.75,0.0,-0.67,0.0,0.33
-0.89,0.51,0.5,-2.0,0.0,1.0,-0.25,0.0,-0.67,0.0,-0.67,0.0,0.33
-0.87,1.3,0.0,-2.0,0.0,1.0,-0.25,1.0,-0.58,0.0,-0.67,0.0,0.33
-0.27,0.36,0.5,0.0,0.0,1.0,-0.25,0.0,-0.5,0.0,-0.67,0.0,-0.67
-0.91,1.53,-1.17,-2.0,0.0,1.0,-0.25,0.0,-0.42,0.0,-0.67,0.0,-0.67
-0.84,0.56,0.0,-2.0,0.0,0.0,-0.25,0.0,-0.33,0.0,-0.67,0.0,-0.67
-0.67,0.91,-0.5,-1.0,0.0,1.0,-0.25,0.0,-0.25,0.0,-0.67,0.0,-0.67
-0.76,-0.08,2.5,0.0,0.0,1.0,-0.25,0.0,-0.17,0.0,-0.67,0.0,-0.67
-0.81,0.17,0.83,2.0,0.0,1.0,-0.25,0.0,-0.08,0.0,-0.67,0.0,-0.67
-0.69,0.81,0.5,5.0,0.0,0.0,-0.25,0.0,0.0,0.0,-0.67,0.0,-0.67
-0.06,1.19,1.67,6.0,-1.0,1.0,-0.25,0.0,0.08,0.0,-0.67,0.0,-0.33
-0.62,0.66,-0.5,8.0,0.0,1.0,-0.25,0.0,0.17,0.0,-0.67,0.0,-0.33
-0.45,0.03,1.67,5.0,-1.0,0.0,-0.25,0.0,0.25,0.0,-0.67,0.0,-0.33
-0.11,1.03,-0.5,5.0,-1.0,0.0,-0.25,0.0,0.33,0.0,-0.67,0.0,-0.33
-0.0,-1.6,0.5,2.0,0.0,0.0,-0.25,0.0,0.42,0.0,-0.67,0.0,-0.33
0.1,-1.06,0.5,0.0,0.0,0.0,-0.25,0.0,0.5,0.0,-0.67,0.0,0.0
0.02,0.49,-1.17,0.0,-1.0,1.0,-0.25,0.0,0.58,0.0,-0.67,0.0,0.0
-0.42,0.1,-0.5,0.0,0.0,1.0,-0.25,0.0,0.67,0.0,-0.67,0.0,0.0
0.34,0.37,-1.17,0.0,0.0,0.0,-0.25,0.0,0.75,0.0,-0.67,0.0,0.0
-0.42,0.13,2.5,0.0,0.0,0.0,-0.25,0.0,0.83,0.0,-0.67,0.0,0.33
-0.07,0.43,-0.83,0.0,-1.0,1.0,-0.25,0.0,0.92,0.0,-0.67,0.0,0.33
-0.42,-0.51,0.0,-1.0,-1.0,1.0,-0.25,0.0,1.0,0.0,-0.67,0.0,0.33
-0.32,0.48,0.5,0.0,-1.0,1.0,0.0,0.0,-0.92,0.07,-0.67,0.0,0.33
-0.31,0.79,-0.83,-1.0,-1.0,1.0,0.0,0.0,-0.83,0.07,-0.67,0.0,0.33
-0.42,0.98,0.0,0.0,-1.0,1.0,0.0,1.0,-0.75,0.07,-0.67,0.0,0.33
-0.49,1.57,0.0,-1.0,-1.0,1.0,0.0,0.0,-0.67,0.07,-0.67,0.0,0.33
-0.27,0.23,-0.83,-2.0,0.0,1.0,0.0,0.0,-0.58,0.07,-0.67,0.0,0.33
-0.67,0.34,0.5,0.0,0.0,1.0,0.0,0.0,-0.5,0.07,-0.67,0.0,-0.67
-0.92,-0.93,-0.5,-1.0,-1.0,1.0,0.0,0.0,-0.42,0.07,-0.67,0.0,-0.67
-0.63,-0.26,-0.83,0.0,0.0,0.0,0.0,0.0,-0.33,0.07,-0.67,0.0,-0.67
-0.59,-0.02,0.0,-1.0,0.0,1.0,0.0,0.0,-0.25,0.07,-0.67,0.0,-0.67
-1.23,1.02,-0.5,1.0,0.0,0.0,0.0,0.0,-0.17,0.07,-0.67,0.0,-0.67
-0.69,-0.31,1.67,4.0,0.0,0.0,0.0,0.0,-0.08,0.07,-0.67,0.0,-0.67
-0.6,0.7,0.83,5.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.67,0.0,-0.67
-0.79,0.16,0.0,5.0,0.0,0.0,0.0,1.0,0.08,0.07,-0.67,0.0,-0.33
-0.24,-0.08,-0.5,8.0,0.0,1.0,0.0,0.0,0.17,0.07,-0.67,0.0,-0.33
-0.54,0.29,-0.5,5.0,0.0,1.0,0.0,0.0,0.25,0.07,-0.67,0.0,-0.33
-0.36,-0.21,-0.5,5.0,-1.0,0.0,0.0,0.0,0.33,0.07,-0.67,0.0,-0.33
-0.35,-0.24,0.0,3.0,-1.0,0.0,0.0,0.0,0.42,0.07,-0.67,0.0,-0.33
-0.21,-1.2,0.83,2.0,0.0,1.0,0.0,0.0,0.5,0.07,-0.67,0.0,0.0
-0.45,-0.09,-0.5,-2.0,-1.0,1.0,0.0,1.0,0.58,0.07,-0.67,0.0,0.0
-0.5,-0.25,-0.83,-2.0,0.0,1.0,0.0,0.0,0.67,0.07,-0.67,0.0,0.0
0.33,-0.45,0.0,0.0,0.0,1.0,0.0,1.0,0.75,0.07,-0.67,0.0,0.0
-0.34,0.37,-1.17,-2.0,-1.0,0.0,0.0,0.0,0.83,0.07,-0.67,0.0,0.33
-0.42,0.57,0.5,0.0,-1.0,1.0,0.0,0.0,0.92,0.07,-0.67,0.0,0.33
-0.8,0.33,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.07,-0.67,0.0,0.33
-0.47,0.82,0.0,-1.0,-1.0,1.0,0.25,1.0,-0.92,0.13,-0.67,0.0,0.33
-0.76,0.57,-0.5,-1.0,-1.0,1.0,0.25,0.0,-0.83,0.13,-0.67,0.0,0.33
-0.06,-0.2,1.67,-2.0,-1.0,1.0,0.25,0.0,-0.75,0.13,-0.67,0.0,0.33
-0.34,-0.27,-1.17,0.0,-1.0,1.0,0.25,0.0,-0.67,0.13,-0.67,0.0,0.33
-0.89,0.41,0.83,0.0,-1.0,1.0,0.25,0.0,-0.58,0.13,-0.67,0.0,0.33
-0.18,0.46,-0.5,0.0,-1.0,1.0,0.25,0.0,-0.5,0.13,-0.67,0.0,-0.67
-0.59,1.14,0.83,0.0,0.0,1.0,0.25,0.0,-0.42,0.13,-0.67,0.0,-0.67
-0.98,1.07,0.5,-1.0,-1.0,0.0,0.25,0.0,-0.33,0.13,-0.67,0.0,-0.67
-1.45,-0.1,-0.83,-2.0,-1.0,1.0,0.25,0.0,-0.25,0.13,-0.67,0.0,-0.67
-0.28,-0.02,0.83,1.0,0.0,1.0,0.25,0.0,-0.17,0.13,-0.67,0.0,-0.67
-1.23,0.74,0.5,4.0,-1.0,0.0,0.25,0.0,-0.08,0.13,-0.67,0.0,-0.67
-1.23,1.03,-1.17,4.0,0.0,0.0,0.25,0.0,0.0,0.13,-0.67,0.0,-0.67
-0.43,0.77,-0.83,5.0,-1.0,0.0,0.25,0.0,0.08,0.13,-0.67,0.0,-0.33
0.05,-0.06,0.0,8.0,-1.0,0.0,0.25,0.0,0.17,0.13,-0.67,0.0,-0.33
-0.13,-0.89,0.5,7.0,-1.0,1.0,0.25,0.0,0.25,0.13,-0.67,0.0,-0.33
-0.25,-0.68,0.5,5.0,-1.0,1.0,0.25,0.0,0.33,0.13,-0.67,0.0,-0.33
-0.14,0.23,0.5,3.0,0.0,0.0,0.25,1.0,0.42,0.13,-0.67,0.0,-0.33
0.01,0.25,0.5,2.0,0.0,0.0,0.25,0.0,0.5,0.13,-0.67,0.0,0.0
0.05,-0.81,0.5,0.0,0.0,1.0,0.25,0.0,0.58,0.13,-0.67,0.0,0.0
-0.04,0.04,0.0,-1.0,-1.0,0.0,0.25,0.0,0.67,0.13,-0.67,0.0,0.0
-0.07,0.48,-0.5,-2.0,-1.0,0.0,0.25,0.0,0.75,0.13,-0.67,0.0,0.0
-0.13,-0.82,1.67,-2.0,0.0,1.0,0.25,0.0,0.83,0.13,-0.67,0.0,0.33
-0.36,0.88,-1.17,-2.0,0.0,0.0,0.25,0.0,0.92,0.13,-0.67,0.0,0.33
-0.29,-0.22,-0.5,-1.0,-1.0,1.0,0.25,0.0,1.0,0.13,-0.67,0.0,0.33
-0.76,1.07,0.5,0.0,-1.0,1.0,0.5,0.0,-0.92,0.2,-0.67,1.0,0.33
-0.42,-0.3,-0.5,-2.0,-1.0,1.0,0.5,0.0,-0.83,0.2,-0.67,1.0,0.33
-0.77,-0.59,-1.17,0.0,-1.0,1.0,0.5,0.0,-0.75,0.2,-0.67,1.0,0.33
-0.91,-0.15,-1.17,-1.0,0.0,0.0,0.5,0.0,-0.67,0.2,-0.67,1.0,0.33
-0.66,0.06,0.0,-1.0,0.0,0.0,0.5,0.0,-0.58,0.2,-0.67,1.0,0.33
-0.41,-0.2,2.5,0.0,-1.0,1.0,0.5,0.0,-0.5,0.2,-0.67,1.0,-0.67
-0.61,-0.04,0.0,0.0,0.0,1.0,0.5,0.0,-0.42,0.2,-0.67,1.0,-0.67
-1.32,0.51,0.0,0.0,0.0,0.0,0.5,0.0,-0.33,0.2,-0.67,1.0,-0.67
-1.18,0.11,-0.5,0.0,0.0,0.0,0.5,0.0,-0.25,0.2,-0.67,1.0,-0.67
-0.64,0.08,-0.5,-2.0,0.0,0.0,0.5,0.0,-0.17,0.2,-0.67,1.0,-0.67
-1.12,-1.02,-1.17,0.0,0.0,0.0,0.5,0.0,-0.08,0.2,-0.67,1.0,-0.67
-0.85,0.46,-0.5,-2.0,-1.0,0.0,0.5,0.0,0.0,0.2,-0.67,1.0,-0.67
-0.56,0.05,-0.5,-1.0,-1.0,0.0,0.5,0.0,0.08,0.2,-0.67,1.0,-0.33
-0.87,1.35,-0.83,-2.0,0.0,0.0,0.5,0.0,0.17,0.2,-0.67,1.0,-0.33
-0.47,-0.59,-1.17,0.0,-1.0,0.0,0.5,0.0,0.25,0.2,-0.67,1.0,-0.33
-0.76,-1.17,0.5,-2.0,0.0,0.0,0.5,0.0,0.33,0.2,-0.67,1.0,-0.33
-0.46,0.55,0.83,-1.0,0.0,0.0,0.5,1.0,0.42,0.2,-0.67,1.0,-0.33
-0.13,0.28,1.67,0.0,-1.0,0.0,0.5,0.0,0.5,0.2,-0.67,1.0,0.0
-0.58,-0.62,0.0,-1.0,-1.0,1.0,0.5,0.0,0.58,0.2,-0.67,1.0,0.0
0.01,-1.12,-1.17,-1.0,-1.0,1.0,0.5,0.0,0.67,0.2,-0.67,1.0,0.0
-0.1,1.14,0.5,0.0,0.0,1.0,0.5,0.0,0.75,0.2,-0.67,1.0,0.0
0.04,1.03,-0.83,-2.0,0.0,0.0,0.5,0.0,0.83,0.2,-0.67,1.0,0.33
-0.09,-1.8,0.5,-1.0,-1.0,1.0,0.5,0.0,0.92,0.2,-0.67,1.0,0.33
0.15,-0.37,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.2,-0.67,1.0,0.33
-0.27,1.27,0.5,-1.0,-1.0,1.0,0.75,0.0,-0.92,0.27,-0.67,1.0,0.33
-0.51,-0.24,2.5,-2.0,0.0,0.0,0.75,0.0,-0.83,0.27,-0.67,1.0,0.33
-0.47,-0.26,0.5,-1.0,-1.0,1.0,0.75,0.0,-0.75,0.27,-0.67,1.0,0.33
-0.46,-0.11,0.5,-1.0,-1.0,1.0,0.75,0.0,-0.67,0.27,-0.67,1.0,0.33
-0.69,-0.68,-0.5,-1.0,-1.0,1.0,0.75,0.0,-0.58,0.27,-0.67,1.0,0.33
-0.78,-1.09,1.67,-1.0,-1.0,1.0,0.75,0.0,-0.5,0.27,-0.67,1.0,-0.67
-1.04,0.98,-0.83,-2.0,0.0,1.0,0.75,0.0,-0.42,0.27,-0.67,1.0,-0.67
-1.07,-1.13,1.67,0.0,0.0,0.0,0.75,0.0,-0.33,0.27,-0.67,1.0,-0.67
-1.29,0.44,-0.5,-1.0,0.0,0.0,0.75,0.0,-0.25,0.27,-0.67,1.0,-0.67
-0.42,0.73,-0.83,-2.0,0.0,0.0,0.75,0.0,-0.17,0.27,-0.67,1.0,-0.67
-1.19,-0.82,0.83,-1.0,0.0,0.0,0.75,0.0,-0.08,0.27,-0.67,1.0,-0.67
-0.98,-0.48,-1.17,-1.0,0.0,0.0,0.75,0.0,0.0,0.27,-0.67,1.0,-0.67
-0.9,1.07,0.83,-1.0,0.0,0.0,0.75,0.0,0.08,0.27,-0.67,1.0,-0.33
-0.37,0.46,-0.5,-2.0,-1.0,0.0,0.75,0.0,0.17,0.27,-0.67,1.0,-0.33
-0.58,-0.33,0.83,-1.0,0.0,0.0,0.75,0.0,0.25,0.27,-0.67,1.0,-0.33
-0.06,0.89,0.5,-1.0,-1.0,0.0,0.75,0.0,0.33,0.27,-0.67,1.0,-0.33
-0.48,0.98,0.5,0.0,-1.0,0.0,0.75,0.0,0.42,0.27,-0.67,1.0,-0.33
-0.14,0.22,-0.5,-2.0,-1.0,0.0,0.75,0.0,0.5,0.27,-0.67,1.0,0.0
-0.38,-0.58,-1.17,0.0,-1.0,1.0,0.75,0.0,0.58,0.27,-0.67,1.0,0.0
0.47,-0.4,0.83,0.0,0.0,1.0,0.75,0.0,0.67,0.27,-0.67,1.0,0.0
-0.42,0.29,-0.83,0.0,0.0,0.0,0.75,1.0,0.75,0.27,-0.67,1.0,0.0
-0.03,-0.13,-0.5,0.0,0.0,1.0,0.75,1.0,0.83,0.27,-0.67,1.0,0.33
0.02,0.68,0.0,-1.0,-1.0,1.0,0.75,1.0,0.92,0.27,-0.67,1.0,0.33
-0.1,-1.1,0.0,0.0,-1.0,1.0,0.75,0.0,1.0,0.27,-0.67,1.0,0.33
-0.35,-1.02,-0.83,-2.0,-1.0,1.0,-0.75,0.0,-0.92,0.33,-0.67,0.0,0.33
-0.43,0.22,-0.83,-1.0,-1.0,1.0,-0.75,0.0,-0.83,0.33,-0.67,0.0,0.33
-0.49,-0.26,-0.83,0.0,-1.0,1.0,-0.75,0.0,-0.75,0.33,-0.67,0.0,0.33
-0.65,-0.33,0.83,0.0,-1.0,1.0,-0.75,0.0,-0.67,0.33,-0.67,0.0,0.33
-0.45,-1.2,-1.17,-2.0,0.0,1.0,-0.75,0.0,-0.58,0.33,-0.67,0.0,0.33
-0.19,0.05,2.5,-2.0,0.0,1.0,-0.75,0.0,-0.5,0.33,-0.67,0.0,-0.67
-1.0,0.16,-0.83,0.0,-1.0,1.0,-0.75,0.0,-0.42,0.33,-0.67,0.0,-0.67
-1.26,0.73,-0.83,0.0,-1.0,0.0,-0.75,0.0,-0.33,0.33,-0.67,0.0,-0.67
-0.93,0.24,0.0,0.0,0.0,0.0,-0.75,0.0,-0.25,0.33,-0.67,0.0,-0.67
-0.2,-0.06,-1.17,2.0,0.0,0.0,-0.75,0.0,-0.17,0.33,-0.67,0.0,-0.67
-1.07,1.08,0.0,4.0,0.0,0.0,-0.75,0.0,-0.08,0.33,-0.67,0.0,-0.67
-0.35,-0.89,0.83,4.0,-1.0,1.0,-0.75,0.0,0.0,0.33,-0.67,0.0,-0.67
-0.25,0.44,-1.17,5.0,-1.0,1.0,-0.75,0.0,0.08,0.33,-0.67,0.0,-0.33
-0.76,-1.07,0.5,7.0,0.0,0.0,-0.75,0.0,0.17,0.33,-0.67,0.0,-0.33
-0.35,-0.54,-0.5,6.0,-1.0,0.0,-0.75,0.0,0.25,0.33,-0.67,0.0,-0.33
0.04,-0.9,-0.83,4.0,-1.0,0.0,-0.75,0.0,0.33,0.33,-0.67,0.0,-0.33
-0.4,0.65,-0.83,3.0,-1.0,1.0,-0.75,0.0,0.42,0.33,-0.67,0.0,-0.33
-0.27,0.01,1.67,2.0,0.0,0.0,-0.75,0.0,0.5,0.33,-0.67,0.0,0.0
-0.31,0.05,-0.83,-1.0,0.0,1.0,-0.75,0.0,0.58,0.33,-0.67,0.0,0.0
-0.39,-0.73,0.83,0.0,0.0,1.0,-0.75,0.0,0.67,0.33,-0.67,0.0,0.0
-0.27,-0.16,0.0,0.0,0.0,1.0,-0.75,0.0,0.75,0.33,-0.67,0.0,0.0
-0.44,-0.47,-1.17,-1.0,-1.0,1.0,-0.75,0.0,0.83,0.33,-0.67,0.0,0.33
-0.14,0.31,0.0,-1.0,0.0,1.0,-0.75,0.0,0.92,0.33,-0.67,0.0,0.33
-0.42,-0.64,0.83,0.0,-1.0,1.0,-0.75,0.0,1.0,0.33,-0.67,0.0,0.33
-0.24,1.02,0.5,-2.0,-1.0,1.0,-0.5,0.0,-0.92,0.4,-0.67,0.0,0.33
-0.82,-1.06,0.0,-1.0,0.0,1.0,-0.5,0.0,-0.83,0.4,-0.67,0.0,0.33
-0.41,-0.51,0.83,-1.0,-1.0,1.0,-0.5,0.0,-0.75,0.4,-0.67,0.0,0.33
-0.38,1.3,-0.83,-2.0,0.0,1.0,-0.5,0.0,-0.67,0.4,-0.67,0.0,0.33
-1.24,-0.07,1.67,-1.0,0.0,1.0,-0.5,0.0,-0.58,0.4,-0.67,0.0,0.33
-0.69,-0.82,0.83,0.0,-1.0,1.0,-0.5,0.0,-0.5,0.4,-0.67,0.0,-0.67
-0.52,0.27,0.5,-2.0,-1.0,1.0,-0.5,0.0,-0.42,0.4,-0.67,0.0,-0.67
-1.22,-0.1,0.83,-2.0,0.0,0.0,-0.5,0.0,-0.33,0.4,-0.67,0.0,-0.67
-0.46,-0.52,0.0,0.0,-1.0,0.0,-0.5,0.0,-0.25,0.4,-0.67,0.0,-0.67
-0.78,-0.64,0.5,2.0,0.0,0.0,-0.5,0.0,-0.17,0.4,-0.67,0.0,-0.67
-1.04,2.24,0.0,4.0,0.0,0.0,-0.5,0.0,-0.08,0.4,-0.67,0.0,-0.67
-0.8,-0.02,-0.5,4.0,0.0,0.0,-0.5,0.0,0.0,0.4,-0.67,0.0,-0.67
-0.55,-1.3,0.0,7.0,0.0,0.0,-0.5,0.0,0.08,0.4,-0.67,0.0,-0.33
-0.59,1.21,-0.5,7.0,0.0,0.0,-0.5,0.0,0.17,0.4,-0.67,0.0,-0.33
-0.36,0.52,-0.5,6.0,-1.0,0.0,-0.5,0.0,0.25,0.4,-0.67,0.0,-0.33
-0.65,-0.43,-0.5,6.0,-1.0,0.0,-0.5,0.0,0.33,0.4,-0.67,0.0,-0.33
-0.25,-0.63,-0.83,3.0,-1.0,0.0,-0.5,0.0,0.42,0.4,-0.67,0.0,-0.33
-0.6,0.61,-0.5,1.0,-1.0,1.0,-0.5,0.0,0.5,0.4,-0.67,0.0,0.0
-0.18,-0.14,0.83,-2.0,-1.0,1.0,-0.5,0.0,0.58,0.4,-0.67,0.0,0.0
-0.36,-1.34,-0.5,0.0,-1.0,0.0,-0.5,0.0,0.67,0.4,-0.67,0.0,0.0
-0.3,1.37,0.5,-1.0,0.0,0.0,-0.5,0.0,0.75,0.4,-0.67,0.0,0.0
0.22,-0.36,-0.83,0.0,-1.0,0.0,-0.5,0.0,0.83,0.4,-0.67,0.0,0.33
0.14,1.06,-0.5,0.0,-1.0,1.0,-0.5,0.0,0.92,0.4,-0.67,0.0,0.33
-0.05,0.94,-0.83,-1.0,0.0,0.0,-0.5,0.0,1.0,0.4,-0.67,0.0,0.33
-0.6,-0.61,-0.83,-1.0,-1.0,0.0,-0.25,0.0,-0.92,0.47,-0.67,0.0,0.33
-0.48,0.85,0.0,-2.0,-1.0,0.0,-0.25,0.0,-0.83,0.47,-0.67,0.0,0.33
-0.18,-0.44,0.0,-2.0,-1.0,1.0,-0.25,0.0,-0.75,0.47,-0.67,0.0,0.33
-0.57,-1.25,-0.83,-2.0,-1.0,1.0,-0.25,1.0,-0.67,0.47,-0.67,0.0,0.33
-0.08,-0.3,0.0,-1.0,-1.0,1.0,-0.25,0.0,-0.58,0.47,-0.67,0.0,0.33
-0.68,0.43,0.83,-2.0,0.0,1.0,-0.25,0.0,-0.5,0.47,-0.67,0.0,-0.67
-0.8,-0.18,-0.83,0.0,0.0,1.0,-0.25,0.0,-0.42,0.47,-0.67,0.0,-0.67
-0.98,-0.03,-1.17,-2.0,-1.0,0.0,-0.25,1.0,-0.33,0.47,-0.67,0.0,-0.67
-0.87,1.01,0.5,-2.0,0.0,0.0,-0.25,0.0,-0.25,0.47,-0.67,0.0,-0.67
-0.94,0.27,-1.17,0.0,-1.0,0.0,-0.25,0.0,-0.17,0.47,-0.67,0.0,-0.67
-0.66,-0.48,2.5,4.0,0.0,0.0,-0.25,0.0,-0.08,0.47,-0.67,0.0,-0.67
-0.53,0.62,0.0,6.0,0.0,0.0,-0.25,0.0,0.0,0.47,-0.67,0.0,-0.67
-0.92,0.33,0.0,6.0,0.0,1.0,-0.25,0.0,0.08,0.47,-0.67,0.0,-0.33
-0.97,-1.65,-0.5,6.0,0.0,1.0,-0.25,0.0,0.17,0.47,-0.67,0.0,-0.33
-1.0,0.52,0.0,7.0,0.0,0.0,-0.25,0.0,0.25,0.47,-0.67,0.0,-0.33
-0.26,0.34,-1.17,6.0,0.0,0.0,-0.25,0.0,0.33,0.47,-0.67,0.0,-0.33
-0.6,0.14,1.67,4.0,-1.0,0.0,-0.25,0.0,0.42,0.47,-0.67,0.0,-0.33
-0.8,0.81,0.0,1.0,0.0,0.0,-0.25,0.0,0.5,0.47,-0.67,0.0,0.0
-0.05,-0.48,-0.83,-1.0,-1.0,1.0,-0.25,0.0,0.58,0.47,-0.67,0.0,0.0
0.56,0.13,0.0,-1.0,0.0,0.0,-0.25,0.0,0.67,0.47,-0.67,0.0,0.0
-0.1,-1.13,-0.83,-2.0,0.0,1.0,-0.25,0.0,0.75,0.47,-0.67,0.0,0.0
0.11,0.27,-1.17,0.0,0.0,0.0,-0.25,0.0,0.83,0.47,-0.67,0.0,0.33
-0.13,1.45,0.0,-1.0,-1.0,1.0,-0.25,0.0,0.92,0.47,-0.67,0.0,0.33
-0.24,-0.68,0.0,-1.0,-1.0,0.0,-0.25,0.0,1.0,0.47,-0.67,0.0,0.33
-0.05,-0.55,0.0,0.0,-1.0,1.0,0.0,0.0,-0.92,0.53,-0.67,0.0,0.33
-0.48,-0.42,-0.83,0.0,0.0,1.0,0.0,0.0,-0.83,0.53,-0.67,0.0,0.33
-0.43,0.18,0.0,-2.0,-1.0,1.0,0.0,0.0,-0.75,0.53,-0.67,0.0,0.33
-0.52,-0.67,-1.17,-2.0,-1.0,1.0,0.0,0.0,-0.67,0.53,-0.67,0.0,0.33
-0.89,0.49,0.0,-2.0,0.0,0.0,0.0,0.0,-0.58,0.53,-0.67,0.0,0.33
-0.52,0.72,0.0,-1.0,-1.0,1.0,0.0,0.0,-0.5,0.53,-0.67,0.0,-0.67
-0.9,0.57,0.5,-1.0,0.0,1.0,0.0,0.0,-0.42,0.53,-0.67,0.0,-0.67
-1.1,-1.07,0.83,0.0,0.0,0.0,0.0,0.0,-0.33,0.53,-0.67,0.0,-0.67
-0.76,0.88,0.83,-2.0,-1.0,0.0,0.0,0.0,-0.25,0.53,-0.67,0.0,-0.67
-1.14,0.92,2.5,2.0,-1.0,0.0,0.0,1.0,-0.17,0.53,-0.67,0.0,-0.67
-0.85,0.78,2.5,2.0,0.0,0.0,0.0,0.0,-0.08,0.53,-0.67,0.0,-0.67
-0.79,0.43,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.53,-0.67,0.0,-0.67
-0.41,0.24,2.5,5.0,0.0,0.0,0.0,0.0,0.08,0.53,-0.67,0.0,-0.33
-0.48,0.85,0.83,6.0,-1.0,1.0,0.0,0.0,0.17,0.53,-0.67,0.0,-0.33
-0.51,1.51,0.5,7.0,0.0,1.0,0.0,0.0,0.25,0.53,-0.67,0.0,-0.33
-0.18,-0.66,-1.17,6.0,-1.0,0.0,0.0,0.0,0.33,0.53,-0.67,0.0,-0.33
0.07,0.77,-1.17,3.0,-1.0,0.0,0.0,0.0,0.42,0.53,-0.67,0.0,-0.33
-0.07,-0.05,0.83,0.0,-1.0,0.0,0.0,0.0,0.5,0.53,-0.67,0.0,0.0
-0.15,-0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.58,0.53,-0.67,0.0,0.0
-0.47,-1.03,0.83,-2.0,0.0,1.0,0.0,0.0,0.67,0.53,-0.67,0.0,0.0
-0.39,-0.13,-0.5,-2.0,0.0,0.0,0.0,0.0,0.75,0.53,-0.67,0.0,0.0
-0.19,-0.69,-0.5,-1.0,-1.0,1.0,0.0,0.0,0.83,0.53,-0.67,0.0,0.33
-0.32,-0.28,0.5,-1.0,0.0,0.0,0.0,0.0,0.92,0.53,-0.67,0.0,0.33
